UniqueID,ParcelID,LandUse,PropertyAddress,SaleDate,SalePrice,LegalReference,SoldAsVacant,Acreage,TaxDistrict,LandValue,BuildingValue,TotalValue,YearBuilt,Bedrooms,FullBath,HalfBath,property_street,property_city,owner_street,owner_city,owner_state
4556,"042 12 0 094.00","SINGLE FAMILY","1517  HERITAGE VIEW BLVD, MADISON",2013-04-09,89995.00,20130625-0064994,No,0.18,"GENERAL SERVICES DISTRICT",24000.00,74600.00,98600.00,1989,3,2,0,"1517  HERITAGE VIEW BLVD"," MADISON","1517  HERITAGE VIEW BLVD"," MADISON"," TN"
4557,"042 12 0 101.00","SINGLE FAMILY","314  WILLIAMS AVE, MADISON",2013-04-09,199999.00,20130717-0073910,No,0.52,"GENERAL SERVICES DISTRICT",39000.00,6800.00,45900.00,1963,3,1,0,"314  WILLIAMS AVE"," MADISON","314  WILLIAMS AVE"," MADISON"," TN"
7990,"042 13 0 009.00",DUPLEX,"304  KEMPER DR S, MADISON",2013-04-09,145000.00,20130927-0101635,No,1.07,"GENERAL SERVICES DISTRICT",30000.00,108700.00,138700.00,1960,4,2,0,"304  KEMPER DR S"," MADISON","304  KEMPER DR S"," MADISON"," TN"
54598,"042 13 0 018.00","SINGLE FAMILY","621 VANOKE  DR, MADISON",2013-04-09,225000.00,20160921-0099732,No,1.3,"GENERAL SERVICES DISTRICT",30000.00,154000.00,212700.00,1963,5,3,0,"621 VANOKE  DR"," MADISON","621  VANOKE DR"," MADISON"," TN"
39451,"042 13 0 022.00","SINGLE FAMILY","705  VANOKE DR, MADISON",2013-04-09,230500.00,20151019-0105865,No,0.91,"GENERAL SERVICES DISTRICT",30000.00,121900.00,151900.00,1962,3,2,0,"705  VANOKE DR"," MADISON","705  VANOKE DR"," MADISON"," TN"
19822,"042 13 0 026.00","SINGLE FAMILY","721  VANOKE DR, MADISON",2013-04-09,187500.00,20140820-0075496,No,1.15,"GENERAL SERVICES DISTRICT",30000.00,130000.00,160000.00,1962,3,3,0,"721  VANOKE DR"," MADISON","721  VANOKE DR"," MADISON"," TN"
33040,"042 13 0 029.00","SINGLE FAMILY","714  VANOKE DR, MADISON",2013-04-09,239900.00,20150630-0062935,No,1.14,"GENERAL SERVICES DISTRICT",30000.00,115300.00,145300.00,1962,3,1,1,"714  VANOKE DR"," MADISON","714  VANOKE DR"," MADISON"," TN"
31095,"042 13 0 031.00","SINGLE FAMILY","708  VANOKE DR, MADISON",2013-04-09,125000.00,20150529-0049758,No,1.03,"GENERAL SERVICES DISTRICT",30000.00,114500.00,144500.00,1961,3,1,1,"708  VANOKE DR"," MADISON","708  VANOKE DR"," MADISON"," TN"
7010,"042 13 0 035.00","SINGLE FAMILY","711  TUCKAHOE DR, MADISON",2013-04-09,172000.00,20130904-0092914,No,0.98,"GENERAL SERVICES DISTRICT",30000.00,122700.00,162400.00,1962,3,2,0,"711  TUCKAHOE DR"," MADISON","711  TUCKAHOE DR"," MADISON"," TN"
53138,"042 13 0 041.00","SINGLE FAMILY","710 TUCKAHOE  DR, MADISON",2013-04-09,285000.00,20160824-0088728,No,1.02,"GENERAL SERVICES DISTRICT",30000.00,148000.00,178000.00,1960,3,2,0,"710 TUCKAHOE  DR"," MADISON","710  TUCKAHOE DR"," MADISON"," TN"
34775,"042 13 0 057.00","SINGLE FAMILY","205  FOXBORO DR, MADISON",2013-04-09,239944.00,20150806-0078296,No,1.1,"GENERAL SERVICES DISTRICT",30000.00,127300.00,157300.00,1960,3,2,0,"205  FOXBORO DR"," MADISON","205  FOXBORO DR"," MADISON"," TN"
46876,"042 13 0 059.00","SINGLE FAMILY","707  TUCKAHOE DR, MADISON",2013-04-09,330000.00,20160418-0037377,No,1.03,"GENERAL SERVICES DISTRICT",30000.00,213500.00,243500.00,1962,4,3,1,"707  TUCKAHOE DR"," MADISON","707  TUCKAHOE DR"," MADISON"," TN"
4530,"042 13 0 063.00","SINGLE FAMILY","126  PORT DR, MADISON",2013-04-09,160000.00,20130711-0071671,No,0.73,"GENERAL SERVICES DISTRICT",30000.00,145600.00,184700.00,1962,5,3,0,"126  PORT DR"," MADISON","126  PORT DR"," MADISON"," TN"
38094,"042 13 0 070.00","SINGLE FAMILY","202  PORT DR, MADISON",2013-04-09,160000.00,20150922-0096096,No,1.14,"GENERAL SERVICES DISTRICT",30000.00,96700.00,126700.00,1963,3,2,0,"202  PORT DR"," MADISON","202  PORT DR"," MADISON"," TN"
5825,"042 13 0 075.00","SINGLE FAMILY","222  FOXBORO DR, MADISON",2013-04-09,119900.00,20130715-0072884,No,1.01,"GENERAL SERVICES DISTRICT",30000.00,100000.00,130000.00,1967,3,1,1,"222  FOXBORO DR"," MADISON","222  FOXBORO DR"," MADISON"," TN"
54599,"042 13 0 080.00","SINGLE FAMILY","243 FOXBORO  DR, MADISON",2013-04-09,165000.00,20160922-0100080,No,1.34,"GENERAL SERVICES DISTRICT",30000.00,134900.00,166900.00,1966,4,2,0,"243 FOXBORO  DR"," MADISON","243  FOXBORO DR"," MADISON"," TN"
39452,"042 13 0 084.00","SINGLE FAMILY","227  FOXBORO DR, MADISON",2013-04-09,229900.00,20151020-0106722,No,1.28,"GENERAL SERVICES DISTRICT",30000.00,129300.00,159300.00,1967,3,2,0,"227  FOXBORO DR"," MADISON","227  FOXBORO DR"," MADISON"," TN"
5826,"042 13 0 086.00","SINGLE FAMILY","219  FOXBORO DR, MADISON",2013-04-09,161500.00,20130814-0085542,No,0.95,"GENERAL SERVICES DISTRICT",30000.00,117700.00,164600.00,1966,3,2,0,"219  FOXBORO DR"," MADISON","219  FOXBORO DR"," MADISON"," TN"
10772,"042 14 0 010.00","SINGLE FAMILY","125  PORT DR, MADISON",2013-04-09,143000.00,20131223-0129445,No,0.71,"GENERAL SERVICES DISTRICT",30000.00,99700.00,129700.00,1958,3,2,0,"125  PORT DR"," MADISON","125  PORT DR"," MADISON"," TN"
34776,"042 14 0 013.00","SINGLE FAMILY","119  PORT DR, MADISON",2013-04-09,190550.00,20150720-0070545,No,0.95,"GENERAL SERVICES DISTRICT",30000.00,107200.00,137200.00,1963,3,1,1,"119  PORT DR"," MADISON","119  PORT DR"," MADISON"," TN"
33041,"042 14 0 018.00","SINGLE FAMILY","601  TUCKAHOE DR, MADISON",2013-04-09,184000.00,20150708-0066186,No,1,"GENERAL SERVICES DISTRICT",30000.00,106400.00,136400.00,1958,2,2,0,"601  TUCKAHOE DR"," MADISON","601  TUCKAHOE DR"," MADISON"," TN"
4531,"042 14 0 021.00","SINGLE FAMILY","128  RHINE DR, MADISON",2013-04-09,100000.00,20130617-0061612,No,0.98,"GENERAL SERVICES DISTRICT",30000.00,89600.00,132300.00,1958,3,1,1,"128  RHINE DR"," MADISON","128  RHINE DR"," MADISON"," TN"
13370,"042 14 0 034.00","SINGLE FAMILY","200  RHINE DR, MADISON",2013-04-09,181400.00,20140327-0025062,No,0.95,"GENERAL SERVICES DISTRICT",30000.00,110800.00,140800.00,1960,3,1,1,"200  RHINE DR"," MADISON","200  RHINE DR"," MADISON"," TN"
13371,"042 14 0 038.00","SINGLE FAMILY","109  RHINE DR, MADISON",2013-04-09,100000.00,20140319-0022657,No,0.94,"GENERAL SERVICES DISTRICT",30000.00,111100.00,166500.00,1956,4,2,0,"109  RHINE DR"," MADISON","109  RHINE DR"," MADISON"," TN"
16932,"042 14 0 039.00","SINGLE FAMILY","107  RHINE DR, MADISON",2013-04-09,30000.00,20140624-0054909,No,0.92,"GENERAL SERVICES DISTRICT",30000.00,146700.00,176700.00,2014,4,2,0,"107  RHINE DR"," MADISON","107  RHINE DR"," MADISON"," TN"
10773,"042 14 0 055.00","SINGLE FAMILY","123  RHINE DR, MADISON",2013-04-09,177900.00,20140108-0001945,No,0.84,"GENERAL SERVICES DISTRICT",30000.00,101200.00,150200.00,1958,4,1,1,"123  RHINE DR"," MADISON","123  RHINE DR"," MADISON"," TN"
9807,"042 14 0 061.00","SINGLE FAMILY","213  RHINE DR, MADISON",2013-04-09,151500.00,20131121-0120151,No,0.94,"GENERAL SERVICES DISTRICT",30000.00,93200.00,136800.00,1963,3,2,0,"213  RHINE DR"," MADISON","213  RHINE DR"," MADISON"," TN"
13390,"042 14 0 063.00","SINGLE FAMILY","405  TUCKAHOE DR, MADISON",2013-04-09,170000.00,20140327-0025544,No,0.95,"GENERAL SERVICES DISTRICT",40000.00,180400.00,223900.00,1957,2,2,0,"405  TUCKAHOE DR"," MADISON","405  TUCKAHOE DR"," MADISON"," TN"
7033,"042 14 0 066.00","SINGLE FAMILY","404  TUCKAHOE DR, MADISON",2013-04-09,180000.00,20130827-0090189,No,0.98,"GENERAL SERVICES DISTRICT",40000.00,164300.00,204300.00,1959,4,2,1,"404  TUCKAHOE DR"," MADISON","404  TUCKAHOE DR"," MADISON"," TN"
33075,"042 14 0 072.00","SINGLE FAMILY","411  WESTCHESTER DR, MADISON",2013-04-09,138600.00,20150713-0067614,No,1.01,"GENERAL SERVICES DISTRICT",40000.00,97700.00,137700.00,1959,2,1,0,"411  WESTCHESTER DR"," MADISON","411  WESTCHESTER DR"," MADISON"," TN"
56084,"042 14 0 094.00","SINGLE FAMILY","112 S GRAYCROFT  AVE, MADISON",2013-04-09,239900.00,20161020-0110911,No,0.97,"GENERAL SERVICES DISTRICT",35000.00,100200.00,135200.00,1955,4,1,1,"112 S GRAYCROFT  AVE"," MADISON","112  S GRAYCROFT AVE"," MADISON"," TN"
48788,"042 14 0 104.00","SINGLE FAMILY","201 HOLIDAY  DR, MADISON",2013-04-09,279900.00,20160606-0056627,No,0.91,"GENERAL SERVICES DISTRICT",40000.00,152700.00,192700.00,1963,4,2,0,"201 HOLIDAY  DR"," MADISON","201  HOLIDAY DR"," MADISON"," TN"
28187,"042 14 0 115.00","SINGLE FAMILY","327  WESTCHESTER DR, MADISON",2013-04-09,191000.00,20150407-0030614,No,1.12,"GENERAL SERVICES DISTRICT",40000.00,144600.00,184600.00,1963,4,2,0,"327  WESTCHESTER DR"," MADISON","327  WESTCHESTER DR"," MADISON"," TN"
43130,"042 15 0 001.00","SINGLE FAMILY","97  S GRAYCROFT AVE, MADISON",2013-04-09,125000.00,20160126-0007296,No,1.27,"GENERAL SERVICES DISTRICT",38500.00,91700.00,130200.00,1951,3,2,0,"97  S GRAYCROFT AVE"," MADISON","97  S GRAYCROFT AVE"," MADISON"," TN"
50637,"042 15 0 003.00","SINGLE FAMILY","101 S GRAYCROFT  AVE, MADISON",2013-04-09,160000.00,20160705-0068053,No,0.67,"GENERAL SERVICES DISTRICT",35000.00,119300.00,157800.00,1956,2,2,0,"101 S GRAYCROFT  AVE"," MADISON","101  S GRAYCROFT AVE"," MADISON"," TN"
56085,"042 15 0 010.00","SINGLE FAMILY","115 S GRAYCROFT  AVE, MADISON",2013-04-09,143000.00,20161007-0106409,No,0.64,"GENERAL SERVICES DISTRICT",35000.00,91400.00,126400.00,1955,3,1,1,"115 S GRAYCROFT  AVE"," MADISON","115  S GRAYCROFT AVE"," MADISON"," TN"
10791,"042 15 0 015.00","SINGLE FAMILY","125  S GRAYCROFT AVE, MADISON",2013-04-09,159900.00,20131226-0129778,No,0.61,"GENERAL SERVICES DISTRICT",35000.00,117800.00,152800.00,1960,3,2,0,"125  S GRAYCROFT AVE"," MADISON","125  S GRAYCROFT AVE"," MADISON"," TN"
19849,"042 15 0 016.00","SINGLE FAMILY","127  S GRAYCROFT AVE, MADISON",2013-04-09,245000.00,20140904-0080911,No,0.59,"GENERAL SERVICES DISTRICT",35000.00,166900.00,201900.00,1961,4,2,0,"127  S GRAYCROFT AVE"," MADISON","127  S GRAYCROFT AVE"," MADISON"," TN"
40697,"042 15 0 017.00","SINGLE FAMILY","505  VANTREASE RD, MADISON",2013-04-09,205000.00,20151130-0120631,No,0.91,"GENERAL SERVICES DISTRICT",35000.00,141100.00,176100.00,1960,2,2,0,"505  VANTREASE RD"," MADISON","505  VANTREASE RD"," MADISON"," TN"
2102,"042 15 0 023.00","SINGLE FAMILY","224  W MARTHONA RD, MADISON",2013-04-09,205000.00,20130509-0046993,No,0.62,"GENERAL SERVICES DISTRICT",35000.00,166500.00,201500.00,1955,4,1,1,"224  W MARTHONA RD"," MADISON","224  W MARTHONA RD"," MADISON"," TN"
54639,"042 15 0 025.00","SINGLE FAMILY","218 W MARTHONA  RD, MADISON",2013-04-09,230000.00,20160922-0100153,No,0.62,"GENERAL SERVICES DISTRICT",35000.00,112800.00,147800.00,1955,3,1,1,"218 W MARTHONA  RD"," MADISON","218  W MARTHONA RD"," MADISON"," TN"
46932,"042 15 0 031.00","SINGLE FAMILY","128 W MARTHONA RD, MADISON",2013-04-09,235000.00,20160429-0042257,No,0.74,"GENERAL SERVICES DISTRICT",35000.00,132800.00,170600.00,1956,3,2,0,"128 W MARTHONA RD"," MADISON","128  W MARTHONA RD"," MADISON"," TN"
29516,"042 15 0 034.00","SINGLE FAMILY","116  W MARTHONA RD, MADISON",2013-04-09,229900.00,20150420-0034697,No,0.62,"GENERAL SERVICES DISTRICT",35000.00,131400.00,174200.00,1945,3,1,0,"116  W MARTHONA RD"," MADISON","116  W MARTHONA RD"," MADISON"," TN"
54640,"042 15 0 037.00","SINGLE FAMILY","111 W MARTHONA  RD, MADISON",2013-04-09,225000.00,20160912-0095470,No,0.96,"GENERAL SERVICES DISTRICT",35000.00,141800.00,181500.00,1964,3,2,0,"111 W MARTHONA  RD"," MADISON","111  W MARTHONA RD"," MADISON"," TN"
31233,"042 15 0 038.00","SINGLE FAMILY","113  W MARTHONA RD, MADISON",2013-04-09,179000.00,20150601-0050706,No,0.96,"GENERAL SERVICES DISTRICT",35000.00,182200.00,217200.00,1940,3,1,1,"113  W MARTHONA RD"," MADISON","113  W MARTHONA RD"," MADISON"," TN"
18412,"042 15 0 040.00","SINGLE FAMILY","121  W MARTHONA RD, MADISON",2013-04-09,195000.00,20140708-0060083,No,0.96,"GENERAL SERVICES DISTRICT",35000.00,119800.00,159200.00,1940,3,2,0,"121  W MARTHONA RD"," MADISON","121  W MARTHONA RD"," MADISON"," TN"
33076,"042 15 0 046.00","SINGLE FAMILY","209  W MARTHONA RD, MADISON",2013-04-09,100000.00,20150617-0057652,No,0.96,"GENERAL SERVICES DISTRICT",35000.00,115200.00,150200.00,1938,3,2,0,"209  W MARTHONA RD"," MADISON","209  W MARTHONA RD"," MADISON"," TN"
10792,"042 15 0 047.00","SINGLE FAMILY","213  W MARTHONA RD, MADISON",2013-04-09,169900.00,20140114-0003730,No,0.96,"GENERAL SERVICES DISTRICT",35000.00,168000.00,203000.00,1948,3,2,0,"213  W MARTHONA RD"," MADISON","213  W MARTHONA RD"," MADISON"," TN"
19850,"042 15 0 048.00","SINGLE FAMILY","217  W MARTHONA RD, MADISON",2013-04-09,185000.00,20140829-0079350,No,0.96,"GENERAL SERVICES DISTRICT",35000.00,136500.00,176000.00,1955,3,2,0,"217  W MARTHONA RD"," MADISON","217  W MARTHONA RD"," MADISON"," TN"
53175,"042 15 0 066.00","SINGLE FAMILY","210 E MARTHONA  RD, MADISON",2013-04-09,205000.00,20160829-0090129,No,0.92,"GENERAL SERVICES DISTRICT",35000.00,90200.00,133600.00,1951,3,1,0,"210 E MARTHONA  RD"," MADISON","210  E MARTHONA RD"," MADISON"," TN"
26247,"042 15 0 076.00","SINGLE FAMILY","301  E MARTHONA RD, MADISON",2013-04-09,145000.00,20150121-0005761,No,0.97,"GENERAL SERVICES DISTRICT",35000.00,127600.00,162600.00,1955,4,2,0,"301  E MARTHONA RD"," MADISON","301  E MARTHONA RD"," MADISON"," TN"
39469,"042 15 0 077.00","SINGLE FAMILY","305  E MARTHONA RD, MADISON",2013-04-09,150000.00,20151020-0106404,No,1.02,"GENERAL SERVICES DISTRICT",35000.00,121000.00,168600.00,1950,3,1,1,"305  E MARTHONA RD"," MADISON","305  E MARTHONA RD"," MADISON"," TN"
10793,"042 15 0 087.00","SINGLE FAMILY","220  LINDA LN, MADISON",2013-04-09,159900.00,20140102-0000541,No,0.93,"GENERAL SERVICES DISTRICT",28000.00,106100.00,134100.00,1953,2,1,1,"220  LINDA LN"," MADISON","220  LINDA LN"," MADISON"," TN"
34801,"042 15 0 088.00","SINGLE FAMILY","218  LINDA LN, MADISON",2013-04-09,220000.00,20150730-0075223,No,0.98,"GENERAL SERVICES DISTRICT",28000.00,145400.00,177400.00,1957,3,2,0,"218  LINDA LN"," MADISON","218  LINDA LN"," MADISON"," TN"
8012,"042 15 0 095.00","SINGLE FAMILY","108  BEVERLY DR, MADISON",2013-04-09,155000.00,20130919-0098825,No,0.95,"GENERAL SERVICES DISTRICT",28000.00,141500.00,169500.00,1956,2,1,0,"108  BEVERLY DR"," MADISON","108  BEVERLY DR"," MADISON"," TN"
44104,"042 15 0 103.00","SINGLE FAMILY","316  LINDA LN, MADISON",2013-04-09,145000.00,20160216-0014251,No,0.91,"GENERAL SERVICES DISTRICT",28000.00,97600.00,125600.00,1955,3,1,1,"316  LINDA LN"," MADISON","316  LINDA LN"," MADISON"," TN"
5841,"042 15 0 112.00","SINGLE FAMILY","206  BEVERLY DR, MADISON",2013-04-09,210000.00,20130807-0082871,No,0.91,"GENERAL SERVICES DISTRICT",28000.00,150500.00,178500.00,1953,3,2,0,"206  BEVERLY DR"," MADISON","206  BEVERLY DR"," MADISON"," TN"
48789,"042 15 0 121.00","SINGLE FAMILY","207 BEVERLY  DR, MADISON",2013-04-09,276000.00,20160601-0055011,No,0.93,"GENERAL SERVICES DISTRICT",28000.00,151700.00,179700.00,1958,3,2,0,"207 BEVERLY  DR"," MADISON","207  BEVERLY DR"," MADISON"," TN"
11717,"042 15 0 126.00","SINGLE FAMILY","219  BEVERLY DR, MADISON",2013-04-09,141500.00,20140113-0003126,No,0.94,"GENERAL SERVICES DISTRICT",28000.00,106500.00,137500.00,1955,2,2,0,"219  BEVERLY DR"," MADISON","219  BEVERLY DR"," MADISON"," TN"
3290,"042 15 0 134.00","SINGLE FAMILY","204  W MARTHONA RD, MADISON",2013-04-09,165900.00,20130603-0055836,No,0.46,"GENERAL SERVICES DISTRICT",26000.00,130900.00,156900.00,1993,3,2,1,"204  W MARTHONA RD"," MADISON","204  W MARTHONA RD"," MADISON"," TN"
23937,"042 15 0 136.00","SINGLE FAMILY","104  E MARTHONA RD, MADISON",2013-04-09,183505.00,20141124-0107856,No,0.47,"GENERAL SERVICES DISTRICT",26000.00,150900.00,189500.00,2006,3,2,0,"104  E MARTHONA RD"," MADISON","104  E MARTHONA RD"," MADISON"," TN"
7034,"042 16 0 024.00","SINGLE FAMILY","401  OLD HICKORY BLVD, MADISON",2013-04-09,222000.00,20130830-0091625,No,0.67,"GENERAL SERVICES DISTRICT",34000.00,299400.00,353200.00,1935,4,2,0,"401  OLD HICKORY BLVD"," MADISON","401  OLD HICKORY BLVD"," MADISON"," TN"
34802,"042 16 0 045.00","SINGLE FAMILY","101  PEGGY ST, MADISON",2013-04-09,71500.00,20150804-0076971,No,0.43,"GENERAL SERVICES DISTRICT",21600.00,54700.00,77800.00,1950,2,1,0,"101  PEGGY ST"," MADISON","101  PEGGY ST"," MADISON"," TN"
52013,"042 16 0 050.00","SINGLE FAMILY","111 PEGGY  ST, MADISON",2013-04-09,35000.00,20160711-0070575,No,0.27,"GENERAL SERVICES DISTRICT",21600.00,53800.00,75400.00,1950,2,1,0,"111 PEGGY  ST"," MADISON","111  PEGGY ST"," MADISON"," TN"
3291,"042 16 0 115.00","SINGLE FAMILY","206  DONNA DR, MADISON",2013-04-09,115000.00,20130528-0053668,No,0.9,"GENERAL SERVICES DISTRICT",28000.00,113100.00,141100.00,1955,2,2,0,"206  DONNA DR"," MADISON","206  DONNA DR"," MADISON"," TN"
41967,"042 16 0 129.00","SINGLE FAMILY","201  DONNA DR, MADISON",2013-04-09,279000.00,20151221-0128151,No,0.95,"GENERAL SERVICES DISTRICT",28000.00,158800.00,207200.00,1956,4,3,0,"201  DONNA DR"," MADISON","201  DONNA DR"," MADISON"," TN"
25085,"042 16 0 130.00","SINGLE FAMILY","409  LINDA LN, MADISON",2013-04-09,139500.00,20141226-0118108,No,0.75,"GENERAL SERVICES DISTRICT",28000.00,110100.00,138100.00,1957,3,2,0,"409  LINDA LN"," MADISON","409  LINDA LN"," MADISON"," TN"
40698,"042 16 0 133.00","SINGLE FAMILY","403  LINDA LN, MADISON",2013-04-09,222000.00,20151106-0113150,No,0.55,"GENERAL SERVICES DISTRICT",28000.00,135500.00,173600.00,1957,3,2,0,"403  LINDA LN"," MADISON","403  LINDA LN"," MADISON"," TN"
54641,"042 16 0 138.00","SINGLE FAMILY","608 GIBSON  DR, MADISON",2013-04-09,199900.00,20160930-0103085,No,0.88,"GENERAL SERVICES DISTRICT",28000.00,88700.00,116700.00,1958,3,1,0,"608 GIBSON  DR"," MADISON","608  GIBSON DR"," MADISON"," TN"
41968,"042 16 0 139.00","SINGLE FAMILY","610  GIBSON DR, MADISON",2013-04-09,180000.00,20151218-0127549,No,0.83,"GENERAL SERVICES DISTRICT",28000.00,112900.00,140900.00,1965,3,1,0,"610  GIBSON DR"," MADISON","610  GIBSON DR"," MADISON"," TN"
18413,"042 16 0 145.00","SINGLE FAMILY","615  GIBSON DR, MADISON",2013-04-09,115000.00,20140722-0064880,No,0.72,"GENERAL SERVICES DISTRICT",25200.00,88100.00,113300.00,1959,3,1,0,"615  GIBSON DR"," MADISON","615  GIBSON DR"," MADISON"," TN"
5842,"042 16 0 231.00","SINGLE FAMILY","104  DONNA DR, MADISON",2013-04-09,189000.00,20130729-0078485,No,0.7,"GENERAL SERVICES DISTRICT",28000.00,154000.00,182000.00,1982,3,2,1,"104  DONNA DR"," MADISON","104  DONNA DR"," MADISON"," TN"
50922,"043 00 0 016.00","GREENBELT/RES
GRRENBELT/RES","144 SCENIC VIEW  RD, OLD HICKORY",2013-04-09,499900.00,20160628-0065980,No,47.5,"GENERAL SERVICES DISTRICT",99195.00,32100.00,149495.00,1918,2,1,0,"144 SCENIC VIEW  RD"," OLD HICKORY","144  SCENIC VIEW RD"," OLD HICKORY"," TN"
22772,"043 01 0 040.00","SINGLE FAMILY","1113  CIRCLE DR, MADISON",2013-04-09,103500.00,20141030-0100273,No,0.14,"GENERAL SERVICES DISTRICT",15300.00,82800.00,98100.00,2004,3,2,0,"1113  CIRCLE DR"," MADISON","1113  CIRCLE DR"," MADISON"," TN"
50638,"043 01 0 049.00","SINGLE FAMILY","1120 CIRCLE  DR, MADISON",2013-04-09,154500.00,20160712-0071323,No,0.17,"GENERAL SERVICES DISTRICT",15300.00,119700.00,135000.00,1993,3,2,0,"1120 CIRCLE  DR"," MADISON","1120  CIRCLE DR"," MADISON"," TN"
25086,"043 01 0 089.00","SINGLE FAMILY","1118  LAWRENCE AVE, MADISON",2013-04-09,130000.00,20141223-0117118,No,1.46,"GENERAL SERVICES DISTRICT",33600.00,72500.00,106100.00,1956,2,1,0,"1118  LAWRENCE AVE"," MADISON","1118  LAWRENCE AVE"," MADISON"," TN"
41969,"043 01 0 097.00","SINGLE FAMILY","1411  PIERCE RD, MADISON",2013-04-09,50000.00,20151216-0126371,No,0.39,"GENERAL SERVICES DISTRICT",20000.00,94000.00,114000.00,1940,4,2,0,"1411  PIERCE RD"," MADISON","1411  PIERCE RD"," MADISON"," TN"
10795,"043 01 0 140.00","SINGLE FAMILY","1005  PIERCE RD, MADISON",2013-04-09,35000.00,20131226-0129675,No,0.22,"GENERAL SERVICES DISTRICT",17000.00,48500.00,67400.00,1950,2,1,0,"1005  PIERCE RD"," MADISON","1005  PIERCE RD"," MADISON"," TN"
12416,"043 01 0 153.00",DUPLEX,"1201  SYLVIA DR, MADISON",2013-04-09,86500.00,20140228-0017530,No,0.2,"GENERAL SERVICES DISTRICT",17000.00,72300.00,91400.00,1981,4,2,0,"1201  SYLVIA DR"," MADISON","1201  SYLVIA DR"," MADISON"," TN"
19851,"043 01 0 156.00","SINGLE FAMILY","1208  SYLVIA DR, MADISON",2013-04-09,80000.00,20140904-0081109,No,0.21,"GENERAL SERVICES DISTRICT",17000.00,73000.00,90000.00,1997,2,2,0,"1208  SYLVIA DR"," MADISON","1208  SYLVIA DR"," MADISON"," TN"
28189,"043 01 0 163.00","SINGLE FAMILY","305  SARVER AVE, MADISON",2013-04-09,110000.00,20150401-0028409,No,0.19,"GENERAL SERVICES DISTRICT",17000.00,83600.00,100600.00,1983,2,1,0,"305  SARVER AVE"," MADISON","305  SARVER AVE"," MADISON"," TN"
13392,"043 01 0 172.00",DUPLEX,"1311  PIERCE RD, MADISON",2013-04-09,100000.00,20140311-0020265,No,0.18,"GENERAL SERVICES DISTRICT",17000.00,72900.00,89900.00,1984,4,2,0,"1311  PIERCE RD"," MADISON","1311  PIERCE RD"," MADISON"," TN"
13393,"043 01 0 173.00",DUPLEX,"1313  PIERCE RD, MADISON",2013-04-09,83000.00,20140311-0020263,No,0.18,"GENERAL SERVICES DISTRICT",17000.00,54700.00,71700.00,1984,4,2,0,"1313  PIERCE RD"," MADISON","1313  PIERCE RD"," MADISON"," TN"
41970,"043 01 0 177.00",DUPLEX,"1321  PIERCE RD, MADISON",2013-04-09,195000.00,20151208-0123492,No,0.18,"GENERAL SERVICES DISTRICT",17000.00,70300.00,87300.00,1984,4,2,0,"1321  PIERCE RD"," MADISON","1321  PIERCE RD"," MADISON"," TN"
13395,"043 01 0 185.00",DUPLEX,"1309  PIERCE RD, MADISON",2013-04-09,89000.00,20140318-0022223,No,0.2,"GENERAL SERVICES DISTRICT",17000.00,54700.00,71700.00,1984,4,2,0,"1309  PIERCE RD"," MADISON","1309  PIERCE RD"," MADISON"," TN"
31235,"043 01 0 246.00","SINGLE FAMILY","916  AMQUI CT, MADISON",2013-04-09,125000.00,20150505-0040635,No,0.17,"GENERAL SERVICES DISTRICT",20000.00,85400.00,105400.00,2000,3,2,0,"916  AMQUI CT"," MADISON","916  AMQUI CT"," MADISON"," TN"
34804,"043 01 0 259.00","SINGLE FAMILY","120  SHANNON AVE, MADISON",2013-04-09,124000.00,20150805-0077741,No,0.18,"GENERAL SERVICES DISTRICT",20000.00,82900.00,102900.00,1999,3,2,0,"120  SHANNON AVE"," MADISON","120  SHANNON AVE"," MADISON"," TN"
10796,"043 02 0 002.00","SINGLE FAMILY","1116  SNOW AVE, MADISON",2013-04-09,59901.00,20131209-0124938,No,0.44,"GENERAL SERVICES DISTRICT",22300.00,83200.00,110900.00,1925,3,1,0,"1116  SNOW AVE"," MADISON","1116  SNOW AVE"," MADISON"," TN"
44106,"043 02 0 007.00","SINGLE FAMILY","1136  PIERCE RD, MADISON",2013-04-09,75000.00,20160222-0016389,No,1.49,"GENERAL SERVICES DISTRICT",36700.00,121200.00,165600.00,1958,3,3,0,"1136  PIERCE RD"," MADISON","1136  PIERCE RD"," MADISON"," TN"
1219,"043 02 0 010.00","SINGLE FAMILY","1156  PIERCE RD, MADISON",2013-04-09,110000.00,20130319-0027091,No,1.26,"GENERAL SERVICES DISTRICT",36700.00,83600.00,123500.00,1935,5,1,0,"1156  PIERCE RD"," MADISON","1156  PIERCE RD"," MADISON"," TN"
45340,"043 02 0 027.00","SINGLE FAMILY","955  SNOW AVE, MADISON",2013-04-09,182400.00,20160404-0031878,No,0.67,"GENERAL SERVICES DISTRICT",22300.00,86400.00,108700.00,1962,3,1,1,"955  SNOW AVE"," MADISON","955  SNOW AVE"," MADISON"," TN"
33077,"043 02 0 035.00","SINGLE FAMILY","909  SNOW AVE, MADISON",2013-04-09,145000.00,20150701-0063495,No,0.84,"GENERAL SERVICES DISTRICT",22300.00,95300.00,117600.00,1956,3,1,1,"909  SNOW AVE"," MADISON","909  SNOW AVE"," MADISON"," TN"
